epoch,train_loss,val_loss,val_action_mse
85,0.06890271863085218,nan,nan
86,0.0693462479102891,nan,nan
87,0.0691879975493066,nan,nan
88,0.06896406729356386,nan,nan
89,0.0684631708136294,nan,nan
90,0.06804060630383901,nan,nan
91,0.06710357431438752,nan,nan
92,0.06845383899053559,nan,nan
93,0.06826800369890407,nan,nan
94,0.0681093267921824,nan,nan
95,0.06754210049984977,nan,nan
96,0.06750817291322164,nan,nan
97,0.06755631626583636,nan,nan
98,0.06678188740625046,nan,nan
99,0.06634038712945767,nan,nan
100,0.06591489928541705,0.06761354332168897,0.07209583595395089
101,0.06639793649083003,nan,nan
102,0.06540208676597103,nan,nan
103,0.06440868112258613,nan,nan
104,0.06655166685231961,nan,nan
105,0.06521056100609712,nan,nan
106,0.06570401307544671,nan,nan
107,0.06477091345004737,nan,nan
108,0.06531401321990415,nan,nan
109,0.06257013702997938,nan,nan
110,0.06491590783116408,nan,nan
111,0.06453545059775934,nan,nan
112,0.06453574483748525,nan,nan
113,0.06352874750155024,nan,nan
114,0.06414200091967359,nan,nan
115,0.06354489349178039,nan,nan
116,0.06421508875791915,nan,nan
117,0.0631970196554903,nan,nan
118,0.06271346157882363,nan,nan
119,0.06274686884717084,nan,nan
120,0.06325645273318514,0.06658408020933469,0.06883681590358416
121,0.06285598655813374,nan,nan
122,0.061065182759193704,nan,nan
123,0.062087712256470695,nan,nan
124,0.06185886086313985,nan,nan
125,0.060793868702603504,nan,nan
126,0.060642386990366504,nan,nan
127,0.061364481516648084,nan,nan
128,0.06165822900948115,nan,nan
129,0.061402257008012384,nan,nan
130,0.061414671974489465,nan,nan
131,0.06008061513421126,nan,nan
132,0.0596555981610436,nan,nan
133,0.06038104175240733,nan,nan
134,0.060306753031909466,nan,nan
135,0.05967993204831146,nan,nan
136,0.05931721848901361,nan,nan
137,0.059395593707449734,nan,nan
138,0.06006766631617211,nan,nan
139,0.05868042819201946,nan,nan
140,0.058326737489551306,0.062274160981178286,0.06527023489276568
141,0.058952212799340487,nan,nan
142,0.059049455099739134,nan,nan
143,0.05853832032880746,nan,nan
144,0.05864493502303958,nan,nan
145,0.0586052403668873,nan,nan
146,0.057261040987214074,nan,nan
147,0.057674702431540936,nan,nan
148,0.057550381345208734,nan,nan
149,0.0579318838135805,nan,nan
150,0.05782825092319399,nan,nan
151,0.056957259570481256,nan,nan
152,0.05689282127423212,nan,nan
153,0.057087337016128004,nan,nan
154,0.05629255759413354,nan,nan
155,0.056970867328345776,nan,nan
156,0.05627884267596528,nan,nan
157,0.05564300651894882,nan,nan
158,0.0568477115011774,nan,nan
159,0.055643785250140354,nan,nan
160,0.055693986534606665,0.058091694364945094,0.06192000309626262
161,0.05611214740201831,nan,nan
162,0.05504597272374667,nan,nan
163,0.055678583157714456,nan,nan
164,0.05517525807954371,nan,nan
165,0.05504498866503127,nan,nan
166,0.05505153676494956,nan,nan
167,0.05337423607124947,nan,nan
168,0.05445725325262174,nan,nan
169,0.05492159508867189,nan,nan
170,0.05472594243474305,nan,nan
171,0.05413344517000951,nan,nan
172,0.05411727013415657,nan,nan
173,0.054101132263895124,nan,nan
174,0.05431061444687657,nan,nan
175,0.0532655919669196,nan,nan
176,0.05305620233411901,nan,nan
177,0.05350435999571346,nan,nan
178,0.0531714916578494,nan,nan
179,0.05315749582950957,nan,nan
180,0.05324107938213274,0.057717647900183994,0.05726689100265503
181,0.05223632324486971,nan,nan
182,0.051949727261671796,nan,nan
183,0.0532944820006378,nan,nan
184,0.05269392393529415,nan,nan
185,0.05279564834199846,nan,nan
186,0.05223897160612978,nan,nan
187,0.051827143237460405,nan,nan
188,0.05206733901286498,nan,nan
189,0.052272587578045204,nan,nan
190,0.051686941529624164,nan,nan
191,0.05138437479035929,nan,nan
192,0.05166443646885455,nan,nan
193,0.051169282669434324,nan,nan
194,0.0514911885256879,nan,nan
195,0.05098614562302828,nan,nan
196,0.051150139450328425,nan,nan
197,0.05056126171257347,nan,nan
198,0.0507099570822902,nan,nan
199,0.05072089092573151,nan,nan
200,0.050583255593664944,0.054922544459501906,0.05589924678206444
